description,attribute,metric,value
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-14,Deaths,0
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-15,Deaths,1
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-16,Deaths,3
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-17,Deaths,3
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-18,Deaths,3
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-19,Deaths,5
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-20,Deaths,2
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-21,Deaths,6
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-22,Deaths,3
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-23,Deaths,7
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-24,Deaths,7
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-25,Deaths,15
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-26,Deaths,3
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-27,Deaths,9
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-28,Deaths,12
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-29,Deaths,10
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-30,Deaths,20
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-03-31,Deaths,14
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-01,Deaths,27
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-02,Deaths,22
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-03,Deaths,18
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-04,Deaths,26
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-05,Deaths,27
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-06,Deaths,28
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-07,Deaths,25
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-08,Deaths,34
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-09,Deaths,35
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-10,Deaths,34
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-11,Deaths,27
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-12,Deaths,28
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-13,Deaths,30
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-14,Deaths,28
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-15,Deaths,22
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-16,Deaths,27
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-17,Deaths,17
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-18,Deaths,13
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-19,Deaths,18
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-20,Deaths,21
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-21,Deaths,12
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-22,Deaths,13
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-23,Deaths,8
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-24,Deaths,8
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-25,Deaths,5
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-26,Deaths,7
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-27,Deaths,3
Number of Deaths From COVID-19 in Colorado by Date of Death - By Day,2020-04-28,Deaths,1
Number of Deaths From COVID-19 in Colorado by Date of Death,Note,Date of death may not be available for all deaths,NA
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-09,Deaths,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-10,Deaths,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-11,Deaths,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-12,Deaths,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-13,Deaths,3
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-14,Deaths,3
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-15,Deaths,4
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-16,Deaths,7
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-17,Deaths,10
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-18,Deaths,13
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-19,Deaths,18
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-20,Deaths,20
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-21,Deaths,26
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-22,Deaths,29
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-23,Deaths,36
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-24,Deaths,43
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-25,Deaths,58
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-26,Deaths,61
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-27,Deaths,70
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-28,Deaths,82
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-29,Deaths,92
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-30,Deaths,112
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-03-31,Deaths,126
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-01,Deaths,153
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-02,Deaths,175
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-03,Deaths,193
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-04,Deaths,219
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-05,Deaths,246
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-06,Deaths,274
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-07,Deaths,299
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-08,Deaths,333
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-09,Deaths,368
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-10,Deaths,402
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-11,Deaths,429
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-12,Deaths,457
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-13,Deaths,487
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-14,Deaths,515
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-15,Deaths,537
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-16,Deaths,564
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-17,Deaths,581
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-18,Deaths,594
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-19,Deaths,612
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-20,Deaths,633
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-21,Deaths,645
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-22,Deaths,658
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-23,Deaths,666
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-24,Deaths,674
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-25,Deaths,679
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-26,Deaths,686
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-27,Deaths,689
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,2020-04-28,Deaths,690
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Death,Note,Deaths,NA
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-10,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-11,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-12,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-13,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-14,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-15,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-16,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-17,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-18,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-19,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-20,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-21,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-22,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-23,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-24,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-25,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-26,Cases,1
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-27,Cases,2
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-28,Cases,2
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-02-29,Cases,2
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-01,Cases,6
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-02,Cases,8
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-03,Cases,11
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-04,Cases,14
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-05,Cases,17
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-06,Cases,18
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-07,Cases,20
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-08,Cases,29
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-09,Cases,37
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-10,Cases,40
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-11,Cases,46
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-12,Cases,50
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-13,Cases,56
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-14,Cases,65
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-15,Cases,78
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-16,Cases,101
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-17,Cases,112
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-18,Cases,125
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-19,Cases,146
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-20,Cases,167
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-21,Cases,182
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-22,Cases,202
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-23,Cases,228
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-24,Cases,249
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-25,Cases,276
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-26,Cases,296
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-27,Cases,324
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-28,Cases,340
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-29,Cases,358
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-30,Cases,378
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-03-31,Cases,394
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-01,Cases,431
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-02,Cases,457
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-03,Cases,483
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-04,Cases,508
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-05,Cases,537
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-06,Cases,555
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-07,Cases,576
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-08,Cases,602
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-09,Cases,616
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-10,Cases,630
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-11,Cases,640
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-12,Cases,654
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-13,Cases,666
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-14,Cases,676
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-15,Cases,686
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-16,Cases,696
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-17,Cases,708
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-18,Cases,714
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-19,Cases,720
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-20,Cases,727
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-21,Cases,729
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-22,Cases,734
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,2020-04-23,Cases,736
Cumulative Number of Deaths From COVID-19 in Colorado by Date of Illness,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-13,Cases,2
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-14,Cases,3
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-15,Cases,4
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-16,Cases,4
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-17,Cases,4
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-18,Cases,8
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-19,Cases,10
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-20,Cases,12
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-21,Cases,24
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-22,Cases,30
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-23,Cases,41
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-24,Cases,50
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-25,Cases,67
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-26,Cases,91
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-27,Cases,117
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-28,Cases,138
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-29,Cases,153
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-30,Cases,178
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-03-31,Cases,201
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-01,Cases,226
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-02,Cases,259
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-03,Cases,286
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-04,Cases,312
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-05,Cases,334
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-06,Cases,344
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-07,Cases,362
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-08,Cases,408
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-09,Cases,429
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-10,Cases,457
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-11,Cases,487
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-12,Cases,509
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-13,Cases,525
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-14,Cases,542
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-15,Cases,562
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-16,Cases,573
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-17,Cases,584
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-18,Cases,585
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-19,Cases,595
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-20,Cases,600
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-21,Cases,615
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-22,Cases,623
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-23,Cases,712
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-24,Cases,718
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-25,Cases,722
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-26,Cases,729
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,2020-04-27,Cases,736
Cumulative Number of Deaths From COVID-19 in Colorado by Date Reported to the State,Note,Data is reported daily around 4pm; subsequent days' data may show differences as cases are reported after this time.,NA
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Hospitalized",Cases,16
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","0-9, Not Hospitalized",Cases,153
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Deaths",Cases,1
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Hospitalized",Cases,16
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","10-19, Not Hospitalized",Cases,410
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Deaths",Cases,4
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Hospitalized",Cases,99
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","20-29, Not Hospitalized",Cases,1898
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Deaths",Cases,4
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Hospitalized",Cases,200
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","30-39, Not Hospitalized",Cases,2168
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Deaths",Cases,21
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Hospitalized",Cases,306
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","40-49, Not Hospitalized",Cases,2075
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Deaths",Cases,34
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Hospitalized",Cases,461
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","50-59, Not Hospitalized",Cases,1992
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Deaths",Cases,97
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Hospitalized",Cases,467
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","60-69, Not Hospitalized",Cases,1342
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Deaths",Cases,183
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Hospitalized",Cases,375
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","70-79, Not Hospitalized",Cases,693
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Deaths",Cases,391
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Hospitalized",Cases,254
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","80+, Not Hospitalized",Cases,605
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Deaths",Cases,1
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome","Unknown, Not Hospitalized",Cases,50
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome",Note,Data on cases recovered is unavailable.,NA
"Cases of COVID-19 Reported in Colorado by Age Group, Hospitalization, and Outcome",Note,Patients who were hospitalized and subsequently died are only counted once as a death.,NA
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-09,Cases,3
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-10,Cases,5
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-11,Cases,7
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-12,Cases,9
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-13,Cases,13
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-14,Cases,18
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-15,Cases,20
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-16,Cases,26
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-17,Cases,32
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-18,Cases,40
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-19,Cases,53
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-20,Cases,71
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-21,Cases,101
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-22,Cases,133
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-23,Cases,179
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-24,Cases,222
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-25,Cases,287
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-26,Cases,360
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-27,Cases,434
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-28,Cases,507
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-29,Cases,609
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-30,Cases,720
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-03-31,Cases,821
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-01,Cases,930
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-02,Cases,1065
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-03,Cases,1161
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-04,Cases,1241
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-05,Cases,1292
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-06,Cases,1336
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-07,Cases,1392
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-08,Cases,1501
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-09,Cases,1568
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-10,Cases,1629
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-11,Cases,1680
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-12,Cases,1747
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-13,Cases,1802
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-14,Cases,1866
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-15,Cases,1957
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-16,Cases,2034
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-17,Cases,2116
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-18,Cases,2163
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-19,Cases,2238
Cumulative Number of Hospitalized Cases of COVID-19 in Colorado by Date Reported to the State,2020-04-20,Cases,2298
